domain,tld,ml_probability,source,features,is_dangerous_tld,has_brand,high_entropy,short_domain,entropy,domain_length,contains_brand
usnblezpasscom.xin,xin,0.028014999,phishtank,,False,False,False,False,3.794653473544342,18.0,0.0
huwaifeng.cn,cn,0.04085543,certificates,dangerous_tld,True,False,False,False,3.4182958340544896,12.0,0.0
maahaya.cn,cn,0.099200785,certificates,dangerous_tld,True,False,False,False,2.5219280948873624,10.0,0.0
site-ontroetge.uno,uno,0.07780516,phishtank,,False,False,False,False,3.266332639970623,18.0,0.0
hezemusheng.cn,cn,0.23643954,certificates,dangerous_tld,True,False,False,False,3.182005814760214,14.0,0.0
3reer45.lat,lat,0.015024447,phishtank,dangerous_tld,True,False,False,False,3.0957952550009344,11.0,0.0
rakutenvdn.com,com,0.36539006,jpcert,brand,False,True,False,False,3.6644977792004623,14.0,1.0
mfgf.hu,hu,0.04384275,jpcert,short,False,False,False,True,2.5216406363433186,7.0,0.0
dniperu.online,online,0.13910288,phishtank,dangerous_tld,True,False,False,False,3.182005814760214,14.0,0.0
thesocial.cn,cn,0.064192824,certificates,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
inicioraiker.site,site,0.12691689,phishtank,dangerous_tld,True,False,False,False,3.1692486956952335,17.0,0.0
sheilhoward.bond,bond,0.13747807,jpcert,,False,False,False,False,3.625,16.0,0.0
senatgold.space,space,0.053218823,phishtank,,False,False,False,False,3.506890595608518,15.0,0.0
uacm.cn,cn,0.38581547,jpcert,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0
digitalplace.space,space,0.04290016,phishtank,,False,False,False,False,3.350209029099897,18.0,0.0
waa.ai,ai,0.04108249,jpcert,short,False,False,False,True,1.7924812503605778,6.0,0.0
daycom.cn,cn,0.024509927,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
login-sagaccouplely.xyz,xyz,0.01166263,jpcert,dangerous_tld,True,False,False,False,3.882045108136863,23.0,0.0
correos.lol,lol,0.13270703,jpcert,,False,False,False,False,2.663532754804255,11.0,0.0
internetaboneligi.name.tr,tr,0.013269692,phishtank,,False,False,False,False,3.383465189601646,25.0,0.0
che-post.work,work,0.09384331,phishtank,,False,False,False,False,3.5465935642949384,13.0,0.0
3t.fit,fit,0.49313715,certificates,short,False,False,False,True,2.2516291673878226,6.0,0.0
ups.com-qwaf.cc,cc,0.1505799,phishtank,dangerous_tld,True,False,False,False,3.456564762130953,15.0,0.0
cemev.com.ar,ar,0.040796332,phishtank,,False,False,False,False,2.9182958340544896,12.0,0.0
emghjoue.top,top,0.04681352,phishtank,dangerous_tld,True,False,False,False,3.2516291673878226,12.0,0.0
servicesevri.today,today,0.34391657,phishtank,,False,False,False,False,3.4613201402110083,18.0,0.0
qcwiale.cn,cn,0.01005048,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
svmschool.edu.bd,bd,0.21364836,jpcert,,False,False,False,False,3.5,16.0,0.0
coins.moe,moe,0.002262879,certificates,,False,False,False,False,2.94770277922009,9.0,0.0
ggetech.us,us,0.038372386,phishtank,,False,False,False,False,2.9219280948873623,10.0,0.0
qge8o8.cn,cn,0.25755936,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
nprant-naice-amoneomn.top,top,0.35753575,jpcert,dangerous_tld,True,False,False,False,3.399079570624174,25.0,0.0
diary-jp.icu,icu,0.18938172,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
i5s.top,top,0.033451352,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
ng1v2q6q.lat,lat,0.30048975,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
brabra-trocadepontos.shop,shop,0.4103845,phishtank,,False,False,False,False,3.6234651896016463,25.0,0.0
3c5.com,com,0.026853863,jpcert,short,False,False,False,True,2.5216406363433186,7.0,0.0
ufjbank.icu,icu,0.35865232,certificates,dangerous_tld,True,False,False,False,3.2776134368191165,11.0,0.0
feab.com.cn,cn,0.45630464,jpcert,dangerous_tld,True,False,False,False,3.095795255000934,11.0,0.0
myetherwallet.comko.cc,cc,0.12316029,jpcert,dangerous_tld,True,False,False,False,3.5726236638951643,22.0,0.0
amejp.top,top,0.25109252,certificates,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
megancroft.bond,bond,0.2810247,certificates,,False,False,False,False,3.6402239289418516,15.0,0.0
inbook.cc,cc,0.023286823,certificates,dangerous_tld,True,False,False,False,2.725480556997868,9.0,0.0
shxieer.cn,cn,0.010443648,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
gwcj.cn,cn,0.43694508,certificates,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0
verfication-my-ama.zone,zone,0.46664664,jpcert,,False,False,False,False,3.795088586397733,23.0,0.0
kobayashi.farm,farm,0.05382278,jpcert,,False,False,False,False,3.4677201004745006,14.0,0.0
myjcb-no.me,me,0.050749578,jpcert,,False,False,False,False,3.2776134368191165,11.0,0.0
kuronekoyamat.cc,cc,0.24210162,certificates,dangerous_tld,True,False,False,False,3.5,16.0,0.0
mlrip.ac.in,in,0.04550446,phishtank,,False,False,False,False,3.095795255000934,11.0,0.0
fastsettlementhub.click,click,0.047025576,phishtank,dangerous_tld,True,False,False,False,3.708132064658602,23.0,0.0
aifulbizc.sbs,sbs,0.46745738,jpcert,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
rahropub.ir,ir,0.02016715,jpcert,,False,False,False,False,3.027169118440619,11.0,0.0
futurethink.co.za,za,0.06735991,phishtank,,False,False,False,False,3.734521664779752,17.0,0.0
specialm.cn,cn,0.19860026,jpcert,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0
secure-jp.icu,icu,0.21016133,phishtank,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
rxqi.cn,cn,0.22006786,jpcert,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
rowearchitectlove.cc,cc,0.027913405,jpcert,dangerous_tld,True,False,False,False,3.384183719779189,20.0,0.0
urlsurvey.co.in,in,0.032826677,jpcert,,False,False,False,False,3.5068905956085183,15.0,0.0
mang123.cn,cn,0.057025705,certificates,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
dejoq.cn,cn,0.21166058,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0
msm-sonnenschutz.at,at,0.012393552,phishtank,,False,False,False,False,3.5368867237421666,19.0,0.0
wioenl.cn,cn,0.2413124,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
ibndesign.xyz,xyz,0.106777065,phishtank,dangerous_tld,True,False,False,False,3.3927474104487847,13.0,0.0
idf-dhl.com,com,0.364513,phishtank,brand,False,True,False,False,3.2776134368191165,11.0,1.0
amzoneid54620-jp.com,com,0.017706476,jpcert,high_entropy,False,False,True,False,4.1219280948873624,20.0,0.0
kuronekoyamcato.top,top,0.4916233,jpcert,dangerous_tld,True,False,False,False,3.511085408180427,19.0,0.0
tg1.com.cn,cn,0.04967136,jpcert,dangerous_tld,True,False,False,False,2.921928094887362,10.0,0.0
jllia.cn,cn,0.2012805,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0
bgnroh.xyz,xyz,0.16711088,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
hzoq.cn,cn,0.18375921,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
suaponto.top,top,0.009723272,phishtank,dangerous_tld,True,False,False,False,2.8553885422075336,12.0,0.0
u-m.top,top,0.11110871,jpcert,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
accoun.lifechanger.cn,cn,0.20797981,certificates,dangerous_tld,True,False,False,False,3.4992275417233563,21.0,0.0
go.click.ly,ly,0.09442577,jpcert,,False,False,False,False,2.913977073182752,11.0,0.0
aouxy.cn,cn,0.022044273,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0
gracedivineeducation.ci,ci,0.019082092,phishtank,,False,False,False,False,3.501397825434103,23.0,0.0
brisia.com.gt,gt,0.0081405025,phishtank,,False,False,False,False,3.3927474104487847,13.0,0.0
phoenix288.info,info,0.15215059,phishtank,,False,False,False,False,3.373557262275185,15.0,0.0
as324ind.lat,lat,0.030106986,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
uzdrbmn.shop,shop,0.03937427,jpcert,,False,False,False,False,3.584962500721156,12.0,0.0
expressllane-orgxok.vip,vip,0.24560502,phishtank,,False,False,False,False,3.795088586397732,23.0,0.0
dgtl0es-sede.cfd,cfd,0.48740983,jpcert,dangerous_tld,True,False,False,False,3.2806390622295662,16.0,0.0
myidmoicerd08.top,top,0.41721565,jpcert,dangerous_tld,True,False,False,False,3.6168746059562227,17.0,0.0
xn--80ab1amccbm0f.xn--p1ai,xn--p1ai,0.014692772,phishtank,,False,False,False,False,3.671405583442497,26.0,0.0
achleshwar.in,in,0.033936772,phishtank,,False,False,False,False,3.3927474104487847,13.0,0.0
scboutttique.shop,shop,0.40564644,jpcert,,False,False,False,False,3.4548223999466066,17.0,0.0
chemistrylabequipment.com,com,0.3745171,jpcert,high_entropy,False,False,True,False,4.023465189601645,25.0,0.0
trashtheinch.icu,icu,0.39116243,phishtank,dangerous_tld,True,False,False,False,3.327819531114783,16.0,0.0
eki-co-jp.icu,icu,0.22038445,jpcert,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
jp-pay-pay.top,top,0.31973246,jpcert,dangerous_tld,True,False,False,False,2.8073549220576046,14.0,0.0
seahawks.ch,ch,0.033952575,jpcert,,False,False,False,False,2.9139770731827523,11.0,0.0
bank-pko.pl,pl,0.048312936,phishtank,,False,False,False,False,3.095795255000934,11.0,0.0
praevida.com.ar,ar,0.040330846,jpcert,,False,False,False,False,3.323231428797621,15.0,0.0
baoshuntouzi.cn,cn,0.43866435,jpcert,dangerous_tld,True,False,False,False,3.5068905956085183,15.0,0.0
marketagricola.pe,pe,0.046085767,jpcert,,False,False,False,False,3.5724694587701364,17.0,0.0
msha.ke,ke,0.014054791,phishtank,short,False,False,False,True,2.807354922057604,7.0,0.0
daukhonamngonb.icu,icu,0.41583994,certificates,dangerous_tld,True,False,False,False,3.5724312513221195,18.0,0.0
rtdmuvlcaitm.xyz,xyz,0.38528615,jpcert,dangerous_tld,True,False,False,False,3.75,16.0,0.0
rakutenbzr.com,com,0.36539006,jpcert,brand,False,True,False,False,3.6644977792004623,14.0,1.0
softban.info,info,0.33721328,jpcert,,False,False,False,False,3.084962500721156,12.0,0.0
alert-importltaupy.0hi.me,me,0.42362753,phishtank,,False,False,False,False,3.813660689688185,25.0,0.0
hpcc.org.cn,cn,0.223251,certificates,dangerous_tld,True,False,False,False,2.8453509366224368,11.0,0.0
2aw12d.lat,lat,0.065015845,phishtank,dangerous_tld,True,False,False,False,2.9219280948873623,10.0,0.0
cos.ge,ge,0.05166685,phishtank,short,False,False,False,True,2.584962500721156,6.0,0.0
wwwallegro.cz,cz,0.03423171,phishtank,brand,False,True,False,False,3.180832987205441,13.0,1.0
susolucionchile.cl,cl,0.04141436,phishtank,,False,False,False,False,3.197159723424149,18.0,0.0
datrixonlineservicia.world,world,0.081139475,phishtank,,False,False,False,False,3.7483286603655737,26.0,0.0
eriuioetrt.top,top,0.1584265,jpcert,dangerous_tld,True,False,False,False,2.8962915290459277,14.0,0.0
8zwh5ip8.top,top,0.4071984,phishtank,dangerous_tld,True,False,False,False,3.2516291673878226,12.0,0.0
xraiarisou8.top,top,0.46757188,jpcert,dangerous_tld,True,False,False,False,3.3735572622751846,15.0,0.0
aaxlx.cn,cn,0.20673817,phishtank,dangerous_tld,True,False,False,False,2.5,8.0,0.0
skinibid.cc,cc,0.01751073,phishtank,dangerous_tld,True,False,False,False,2.8453509366224368,11.0,0.0
eabener.cn,cn,0.041781094,jpcert,dangerous_tld,True,False,False,False,2.6464393446710153,10.0,0.0
mercarilci.com,com,0.02309157,jpcert,brand,False,True,False,False,3.039148671903071,14.0,1.0
agendarconsulta.link,link,0.0745338,phishtank,dangerous_tld,True,False,False,False,3.746439344671015,20.0,0.0
etc.onl,onl,0.0045243,phishtank,short,False,False,False,True,2.807354922057604,7.0,0.0
kimte.top,top,0.021091972,phishtank,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
y6956.cc,cc,0.17201412,jpcert,dangerous_tld,True,False,False,False,2.5,8.0,0.0
sh.rize.nu,nu,0.025521727,jpcert,,False,False,False,False,3.121928094887362,10.0,0.0
fuegoydelicia.mx,mx,0.059730325,phishtank,,False,False,False,False,3.75,16.0,0.0
bonhomia.cl,cl,0.0278884,jpcert,,False,False,False,False,3.2776134368191165,11.0,0.0
harisan.co.in,in,0.045774676,jpcert,,False,False,False,False,3.085055102756477,13.0,0.0
mgck.ink,ink,0.021261403,phishtank,,False,False,False,False,2.75,8.0,0.0
7n6o9260.lat,lat,0.07624249,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
cgpdzw.top,top,0.2535234,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
batalkan.cc,cc,0.028369246,phishtank,dangerous_tld,True,False,False,False,2.8453509366224368,11.0,0.0
transition-routiere.info,info,0.35431737,phishtank,,False,False,False,False,3.3758145836939115,24.0,0.0
q14xov67.lat,lat,0.06852743,phishtank,dangerous_tld,True,False,False,False,3.584962500721156,12.0,0.0
promocjeallegro.pl,pl,0.049018785,phishtank,brand,False,True,False,False,3.3082708345352603,18.0,1.0
access-net.co.za,za,0.21947655,phishtank,,False,False,False,False,3.202819531114783,16.0,0.0
ufjmufg.icu,icu,0.34792644,jpcert,dangerous_tld,True,False,False,False,2.845350936622437,11.0,0.0
vivido-office.ro,ro,0.050550982,jpcert,,False,False,False,False,3.1556390622295662,16.0,0.0
hikk.shop,shop,0.013913457,certificates,,False,False,False,False,2.725480556997868,9.0,0.0
djpaulinhomattos.com.br,br,0.021293372,jpcert,brand,False,True,False,False,3.9690016298759936,23.0,1.0
smbc-cardbv.xyz,xyz,0.42644745,phishtank,dangerous_tld,True,False,False,False,3.640223928941851,15.0,0.0
correosplus.cc,cc,0.44430932,phishtank,dangerous_tld,True,False,False,False,3.039148671903071,14.0,0.0
eposcard.cc,cc,0.038493052,jpcert,"dangerous_tld,brand",True,True,False,False,3.027169118440619,11.0,1.0
smbc-cardnm.icu,icu,0.13551003,phishtank,dangerous_tld,True,False,False,False,3.4565647621309536,15.0,0.0
9q2md.xyz,xyz,0.4593894,phishtank,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0
satchel.com.ar,ar,0.009196308,phishtank,,False,False,False,False,3.378783493486176,14.0,0.0
tolls.txtagifuw.cc,cc,0.1564147,phishtank,dangerous_tld,True,False,False,False,3.572431251322119,18.0,0.0
infinitoradio.com.ar,ar,0.03992343,jpcert,,False,False,False,False,3.2841837197791888,20.0,0.0
hbib.co.za,za,0.02626489,jpcert,,False,False,False,False,2.9219280948873623,10.0,0.0
582097-coinbase.com,com,0.47644106,phishtank,"brand,high_entropy",False,True,True,False,4.03740119765411,19.0,1.0
air24ton.world,world,0.022220103,phishtank,,False,False,False,False,3.521640636343319,14.0,0.0
maajcb.sbs,sbs,0.44631508,certificates,dangerous_tld,True,False,False,False,2.7219280948873625,10.0,0.0
crbnfiwodr.xin,xin,0.12883462,phishtank,,False,False,False,False,3.3787834934861767,14.0,0.0
paypal-home.com,com,0.30841392,phishtank,brand,False,True,False,False,3.3735572622751855,15.0,1.0
webmexicana.top,top,0.32877916,phishtank,dangerous_tld,True,False,False,False,3.6402239289418516,15.0,0.0
gestion-relay.info,info,0.249016,phishtank,,False,False,False,False,3.7254805569978675,18.0,0.0
asrksfog.click,click,0.28712583,phishtank,dangerous_tld,True,False,False,False,3.378783493486176,14.0,0.0
defakto.cn,cn,0.33877376,jpcert,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
biepo.cn,cn,0.25513533,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0
k5o6som8.lat,lat,0.034704667,phishtank,dangerous_tld,True,False,False,False,3.418295834054489,12.0,0.0
sxmba.com.cn,cn,0.0441709,jpcert,dangerous_tld,True,False,False,False,3.084962500721156,12.0,0.0
arazimai.co.il,il,0.09752761,phishtank,,False,False,False,False,2.9852281360342516,14.0,0.0
sea-doo.cloud,cloud,0.16785504,phishtank,,False,False,False,False,3.180832987205441,13.0,0.0
westbudapestestate.hu,hu,0.026115173,phishtank,,False,False,False,False,3.2135132560090707,21.0,0.0
water-front.gr,gr,0.04287217,phishtank,,False,False,False,False,3.3248629576173574,14.0,0.0
megasolucoes.pt,pt,0.031197568,jpcert,,False,False,False,False,3.506890595608518,15.0,0.0
suporte-caixageral.com,com,0.38323945,phishtank,brand,False,True,False,False,3.879664004902593,22.0,1.0
jp-1aa1c01d5bdabc0aa3cc669932c7285b4ebfc8d27.ph,ph,0.061271016,certificates,high_entropy,False,False,True,False,4.163438256246698,47.0,0.0
millandfeed.company,company,0.11206329,jpcert,,False,False,False,False,3.6163485660751635,19.0,0.0
4yagra.lat,lat,0.47522187,phishtank,dangerous_tld,True,False,False,False,2.8464393446710154,10.0,0.0
res-prontos.kyiv.ua,ua,0.07156293,phishtank,,False,False,False,False,3.826874881864637,19.0,0.0
hpakan.cn,cn,0.47268584,jpcert,dangerous_tld,True,False,False,False,2.725480556997868,9.0,0.0
discountdealsmarket.icu,icu,0.46154094,certificates,dangerous_tld,True,False,False,False,3.8279097821439705,23.0,0.0
arvinhe.club,club,0.2025388,jpcert,,False,False,False,False,3.584962500721156,12.0,0.0
miamigojesus.edu.pe,pe,0.06174358,phishtank,,False,False,False,False,3.471354487013929,19.0,0.0
rewards-ff-garena-com.top,top,0.092684455,phishtank,dangerous_tld,True,False,False,False,3.8332696895151073,25.0,0.0
lenuta.co.id,id,0.05719748,phishtank,,False,False,False,False,3.4182958340544896,12.0,0.0
tandtek.dk,dk,0.04607252,phishtank,,False,False,False,False,2.7219280948873625,10.0,0.0
42dosz2.lat,lat,0.03197273,phishtank,dangerous_tld,True,False,False,False,3.2776134368191165,11.0,0.0
sbi-cx.top,top,0.4220003,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
ceoyz.cn,cn,0.052246246,jpcert,dangerous_tld,True,False,False,False,2.75,8.0,0.0
cosmicnest.in,in,0.020723876,phishtank,,False,False,False,False,3.0850551027564768,13.0,0.0
hablw.cn,cn,0.11328053,certificates,dangerous_tld,True,False,False,False,3.0,8.0,0.0
gauperaa.no,no,0.013641293,phishtank,,False,False,False,False,3.027169118440619,11.0,0.0
qepi.com.cn,cn,0.45630464,jpcert,dangerous_tld,True,False,False,False,3.095795255000934,11.0,0.0
bobiem.com.mk,mk,0.115496464,jpcert,,False,False,False,False,2.873140679513133,13.0,0.0
dshous.cn,cn,0.1496637,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
applei.jp,jp,0.08274052,jpcert,brand,False,True,False,False,2.6416041678685933,9.0,1.0
hokkbkubank.top,top,0.3784279,certificates,dangerous_tld,True,False,False,False,3.106890595608518,15.0,0.0
hupaw.cn,cn,0.15691748,phishtank,dangerous_tld,True,False,False,False,3.0,8.0,0.0
suivi-mondial-relay-fr.info,info,0.33628878,phishtank,,False,False,False,False,3.8380398168981555,27.0,0.0
stupina.eu,eu,0.0358867,phishtank,,False,False,False,False,3.121928094887362,10.0,0.0
accoun.aueyo.cn,cn,0.4911616,certificates,dangerous_tld,True,False,False,False,2.9232314287976204,15.0,0.0
rkt.us,us,0.024081508,phishtank,short,False,False,False,True,2.584962500721156,6.0,0.0
vienumerique.ch,ch,0.020972881,jpcert,,False,False,False,False,3.32323142879762,15.0,0.0
hindihelpful.in,in,0.02051257,phishtank,,False,False,False,False,3.189898095464287,15.0,0.0
linkup.top,top,0.017595453,phishtank,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
g-jp.top,top,0.078013405,certificates,dangerous_tld,True,False,False,False,2.75,8.0,0.0
gerenciajuridica.com.mx,mx,0.12765893,phishtank,,False,False,False,False,3.6753108689123644,23.0,0.0
adopter.shop,shop,0.42644078,certificates,,False,False,False,False,3.2516291673878226,12.0,0.0
jm1860.com.cn,cn,0.08429331,certificates,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
s.teamw.cc,cc,0.07643831,phishtank,dangerous_tld,True,False,False,False,2.9219280948873623,10.0,0.0
kurkoyamato.one,one,0.4168007,jpcert,,False,False,False,False,3.3232314287976203,15.0,0.0
grsto.xyz,xyz,0.3200097,jpcert,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0
metamaskt.cc,cc,0.1897389,jpcert,dangerous_tld,True,False,False,False,2.918295834054489,12.0,0.0
consultantsgroup.com.pk,pk,0.04767618,phishtank,,False,False,False,False,3.708132064658602,23.0,0.0
provinciaringreso.online,online,0.19558156,phishtank,dangerous_tld,True,False,False,False,3.438721875540867,24.0,0.0
aniradi.cn,cn,0.4310592,jpcert,dangerous_tld,True,False,False,False,2.721928094887362,10.0,0.0
1coach.ir,ir,0.008284634,jpcert,,False,False,False,False,2.94770277922009,9.0,0.0
rahmani.click,click,0.03200569,phishtank,dangerous_tld,True,False,False,False,3.238901256602631,13.0,0.0
brandesignertalented.eu,eu,0.116067685,phishtank,,False,False,False,False,3.4642346527265664,23.0,0.0
visamir.com,com,0.03145981,certificates,brand,False,True,False,False,3.0957952550009344,11.0,1.0
fzghak.cn,cn,0.16311844,phishtank,dangerous_tld,True,False,False,False,3.169925001442312,9.0,0.0
pasoapaso.com.ar,ar,0.022228979,jpcert,,False,False,False,False,2.827819531114783,16.0,0.0
e0728.cn,cn,0.019433541,jpcert,dangerous_tld,True,False,False,False,3.0,8.0,0.0
0dveg1.xyz,xyz,0.23815282,phishtank,dangerous_tld,True,False,False,False,3.321928094887362,10.0,0.0
elta-sk.top,top,0.42174545,phishtank,dangerous_tld,True,False,False,False,3.277613436819116,11.0,0.0
camarasciervo.com.mx,mx,0.12158869,phishtank,,False,False,False,False,3.3086949695628416,20.0,0.0
etc-akiaki.cam,cam,0.16987732,certificates,,False,False,False,False,3.039148671903071,14.0,0.0
live-app.cx,cx,0.0149683105,phishtank,,False,False,False,False,3.277613436819116,11.0,0.0
g4w.top,top,0.108498946,certificates,"dangerous_tld,,short",True,False,False,True,2.807354922057604,7.0,0.0
gasforafrica.co.za,za,0.047661405,phishtank,,False,False,False,False,3.169925001442312,18.0,0.0
babyou.cn,cn,0.24763957,jpcert,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
zkxyiji.cn,cn,0.25456417,jpcert,dangerous_tld,True,False,False,False,3.121928094887362,10.0,0.0
uliu.cn,cn,0.06440407,certificates,"dangerous_tld,,short",True,False,False,True,2.5216406363433186,7.0,0.0
heiqi.xyz,xyz,0.016998643,certificates,dangerous_tld,True,False,False,False,2.94770277922009,9.0,0.0
allnull.cn,cn,0.06662647,certificates,dangerous_tld,True,False,False,False,2.321928094887362,10.0,0.0
